NPLV,TST,C
513096,1672.3209,0.06395875
513097,1670.5851,0.0640533
513098,1632.5503,0.068851486
513099,1640.5156,0.07233749
513100,1631.7959,0.078960136
513101,1630.27,0.071053945
513102,1629.1921,0.070493266
513103,1658.5388,0.06220364
513105,1657.2997,0.06196491
513106,1659.6683,0.08783376
513107,1637.5153,0.057233486
513108,1616.5305,0.05770991
513109,1621.7542,0.07700138
513110,1627.2742,0.08091195
513111,1663.4202,0.05977529
513112,1639.7374,0.072359115
513113,1622.9905,0.07030704
513114,1625.3582,0.07637477
513115,1629.3762,0.07150826
513116,1627.7712,0.06474062
513117,1612.7191,0.07011691
513118,1627.0123,0.07302727
513119,1650.2537,0.07696656
513120,1629.7919,0.07165705
513121,1648.5,0.058553137
513122,1653.4585,0.060029075
513123,1619.2042,0.072976775
513124,1649.7787,0.060907077
513125,1637.9012,0.076787904
513126,1651.4974,0.05761524
513127,1648.1586,0.06357057
513129,1621.3843,0.07992347
513131,1655.2683,0.064474165
513134,1640.0188,0.07133543
513136,1625.324,0.07232934
513139,1658.9077,0.053599376
513140,1641.6499,0.052154187
513141,1663.3154,0.046899613
513143,1658.0044,0.0808536
513144,1634.1606,0.05948556
513149,1625.0845,0.08037881
513150,1640.049,0.076093875
513151,1657.7349,0.057978947
513153,1657.728,0.0643424
513154,1622.063,0.07175841
513155,1618.541,0.09594504
513156,1657.5913,0.058158718
513158,1659.6619,0.07014646
513160,1655.4595,0.07849764
513161,1627.7992,0.073937446
513162,1671.7202,0.06312762
513163,1636.911,0.07690539
513164,1634.3136,0.07725511
513165,1669.2266,0.05268451
513166,1662.3232,0.05406335
513167,1632.1173,0.06653033
513168,1629.7051,0.059164073
513169,1664.9631,0.048360806
513172,1622.8918,0.060261734
513173,1636.8716,0.063785754
513177,1622.7797,0.08043594
513178,1655.4497,0.08725937
513179,1660.8994,0.060210682
513181,1652.6561,0.07023858
513184,1643.5496,0.05666326
513185,1671.2334,0.062155813
513186,1638.3169,0.05561906
513187,1628.4642,0.050318427
513188,1623.7753,0.05413055
513189,1634.6206,0.067339174
513190,1656.5835,0.07411286
513191,1623.3123,0.07449725
513192,1650.7229,0.07598484
513193,1631.0271,0.07813359
513194,1654.3009,0.07761271
513195,1657.5127,0.074654914
513196,1645.7269,0.056640565
513197,1625.5463,0.05928308
513198,1633.6348,0.06645494
513199,1626.8264,0.05526706
513200,1649.6714,0.06196511
513203,1671.3152,0.07858001
513205,1656.7827,0.05560665
513206,1671.2021,0.08037824
513207,1654.0381,0.077371694
513209,1640.1604,0.085936874
513210,1619.8729,0.077607304
513211,1642.2344,0.07706594
513212,1650.2174,0.06499849
513213,1667.9363,0.06988766
513214,1642.0951,0.059075188
513215,1629.0216,0.057861775
513217,1636.985,0.053619433
513218,1633.7786,0.06004788
513221,1652.7671,0.06173054
513222,1626.2125,0.073007874
513224,1655.8115,0.062419172
513225,1637.927,0.06055626
513226,1633.4677,0.06199136
513227,1636.6741,0.06345979
513228,1636.0618,0.0729527
513229,1635.2606,0.05939332
513230,1670.6768,0.052531138
513231,1657.7609,0.08070506
513232,1661.5586,0.05988415
513233,1663.1204,0.068121046
513234,1669.206,0.061468802
513235,1657.2856,0.048142962
513236,1662.1394,0.078393154
513237,1665.0386,0.04969587
513238,1667.9414,0.07679779
513239,1665.7832,0.054801952
513240,1660.7642,0.09430839
513241,1645.1896,0.08917419
513242,1654.2737,0.08806813
513243,1668.8538,0.078842826
513244,1655.0531,0.071185544
513245,1663.458,0.059642397
513246,1661.8645,0.059748698
513247,1663.1987,0.08326952
513249,1646.6526,0.088864684
513250,1629.1852,0.066808246
513251,1653.2164,0.05706036
513252,1634.6647,0.07176072
513253,1649.7742,0.07185194
513254,1634.6941,0.061666284
513255,1658.8145,0.07045608
513256,1635.4208,0.07698082
513257,1654.4171,0.076150425
513259,1643.2015,0.0755599
513260,1640.8088,0.06450638
513261,1624.1172,0.06415093
513262,1647.1768,0.06616093
513263,1666.1179,0.07740862
513264,1647.1177,0.09855048
513265,1620.1597,0.07104827
513266,1650.3125,0.081644595
513267,1655.1064,0.047147866
513268,1658.8488,0.053684514
513269,1648.4182,0.079465516
513270,1664.5431,0.058969807
513271,1647.4573,0.06418015
513272,1638.6901,0.063829504
513273,1653.437,0.06665429
513274,1636.484,0.07293846
513275,1652.9692,0.07522261
513278,1642.2351,0.060682457
513281,1651.3021,0.08314288
513282,1670.2517,0.07780141
513283,1661.3555,0.08669336
513284,1660.2612,0.0783265
513285,1632.7136,0.066453256
513286,1632.4152,0.067369096
513287,1625.6958,0.05406743
513288,1629.152,0.06388834
513289,1628.019,0.057624664
513290,1626.9907,0.065701805
513292,1626.5763,0.05101167
513293,1617.7153,0.07223369
513294,1654.2224,0.080066666
513297,1655.0216,0.09125917
513299,1643.7712,0.071093164
513301,1658.7662,0.07448646
513302,1644.8918,0.07456477
513303,1648.1465,0.07270161
513304,1656.7915,0.07509232
513305,1651.7057,0.0778482
513307,1651.9644,0.07163934
513309,1628.6715,0.07365668
513310,1639.0791,0.06377919
513311,1643.8446,0.07626391
513313,1630.5522,0.064275675
513316,1653.4688,0.075962685
513317,1640.7004,0.1432237
513318,1666.3455,0.07029645
513319,1659.8406,0.07809293
513320,1643.9736,0.07659716
513321,1621.544,0.09119572
513322,1621.3433,0.082715034
513323,1651.991,0.08697035
513324,1628.799,0.07219003
513325,1637.1278,0.07095826
513326,1661.7838,0.054717965
513327,1642.666,0.08860784
513328,1654.3086,0.071821414
513330,1632.9069,0.085543446
513331,1650.8696,0.072128855
513332,1625.6365,0.07432905
513333,1653.5276,0.068042286
513334,1657.6382,0.05507835
513335,1649.5276,0.06277137
513336,1613.1537,0.079389736
513337,1618.7,0.07588722
513338,1639.9546,0.07206286
513339,1636.8092,0.07745481
513341,1652.4172,0.08061962
513342,1665.6587,0.07499329
513344,1642.2091,0.11643864
513345,1642.7385,0.08997
513346,1649.1766,0.07149474
513347,1653.7273,0.07061389
513348,1664.8506,0.05765274
513349,1665.535,0.070955895
513350,1643.9563,0.082729235
513351,1646.2223,0.07008345
513352,1643.6235,0.09338861
513354,1658.7296,0.076004885
513357,1664.8457,0.08443852
513358,1652.9519,0.091182835
513359,1661.1393,0.07040947
513360,1625.3444,0.08222383
513361,1650.5376,0.0647008
513362,1631.3193,0.078527644
513363,1648.1677,0.08062704
513364,1632.2715,0.06185288
513365,1618.7139,0.075811364
513366,1620.0363,0.071016036
513367,1645.4138,0.05303757
513369,1655.3898,0.054410577
513370,1653.8523,0.06856631
513371,1664.5969,0.05374504
513372,1670.6227,0.061387207
513374,1655.6456,0.05453653
