NPLV,TST,C
512525,1648.0834,0.053110663
512526,1652.5743,0.05796606
512527,1663.2711,0.05543935
512528,1629.8717,0.057745486
512529,1657.2764,0.062036715
512531,1663.4677,0.059390027
512532,1645.7134,0.06672658
512533,1656.7323,0.052051432
512534,1648.3965,0.06443987
512535,1661.056,0.05543721
512536,1655.0718,0.051596243
512537,1645.2614,0.056821022
512538,1643.2251,0.06058252
512539,1651.9377,0.05599622
512540,1662.108,0.050306562
512541,1654.2014,0.076644674
512542,1649.1464,0.059656292
512544,1658.3344,0.049578138
512545,1658.5105,0.055410665
512546,1637.3202,0.06299236
512547,1626.4445,0.070674084
512548,1642.1835,0.06421915
512549,1663.1705,0.05299902
512550,1661.4021,0.070285246
512551,1657.7261,0.08000728
512552,1665.8672,0.057079062
512553,1637.4277,0.06830182
512554,1666.9756,0.05459066
512555,1664.3026,0.05593431
512556,1638.3898,0.064904936
512557,1638.8341,0.059399348
512558,1625.0557,0.071323656
512559,1645.5006,0.056847505
512560,1642.4325,0.06978798
512561,1648.1202,0.05625972
512562,1655.4077,0.067138135
512563,1642.6537,0.06501399
512564,1650.4669,0.06554024
512566,1628.549,0.051558036
512567,1631.4153,0.056557115
512568,1623.0641,0.06492006
512569,1633.8774,0.05854619
512570,1619.3016,0.061001815
512571,1660.1678,0.058156848
512572,1630.1637,0.07647009
512573,1627.5026,0.07710648
512574,1639.566,0.07742474
512575,1636.0316,0.08711007
512576,1622.919,0.04954034
512577,1619.2826,0.064884715
512578,1644.0062,0.070901595
512579,1644.6074,0.05185513
512580,1656.722,0.047170613
512581,1654.3153,0.046446986
512582,1660.2443,0.04769061
512583,1642.8583,0.059115715
512584,1666.8599,0.0459515
512585,1627.747,0.05431929
512586,1661.7726,0.044215616
512588,1617.3083,0.07214986
512589,1627.5767,0.064080335
512591,1667.4352,0.05757491
512593,1625.526,0.054151874
512594,1645.7708,0.06714995
512595,1651.1299,0.06756751
512596,1657.1593,0.06170976
512597,1674.1343,0.05566265
512598,1645.5438,0.056209248
512599,1646.3705,0.07061254
512600,1647.5656,0.06515052
512602,1632.9739,0.06529011
512603,1659.2836,0.06713266
512604,1664.774,0.07064689
512605,1635.0314,0.07209846
512606,1635.2601,0.07630893
512607,1640.667,0.05770431
512608,1631.143,0.06353088
512609,1621.276,0.05766559
512610,1630.6981,0.06122612
512612,1631.7931,0.06861837
512613,1650.3828,0.07137816
512614,1649.3171,0.058917962
512615,1612.5543,0.04349856
512617,1654.4398,0.055480234
512619,1632.8846,0.04809308
512621,1651.9011,0.07427967
512626,1649.1343,0.06936571
512627,1644.0419,0.06695868
512628,1661.4939,0.05465086
512629,1646.4188,0.08443443
512630,1640.5863,0.07715571
512631,1625.6818,0.086949304
512632,1650.9551,0.070614494
512634,1642.0089,0.060987767
512635,1646.9742,0.08870694
512636,1637.2073,0.07027111
512637,1650.0054,0.06741951
512642,1630.5519,0.07456676
512644,1657.1915,0.054349694
512647,1634.0479,0.08496145
512649,1617.5712,0.08310073
512650,1649.4987,0.09195907
512651,1633.5891,0.0901567
512652,1631.4119,0.074858226
512653,1643.4465,0.07925833
512654,1651.2579,0.0849029
512655,1645.4187,0.086768314
512656,1642.9425,0.090153806
512658,1632.7169,0.09567014
512659,1636.7443,0.082259364
512660,1634.5974,0.08655765
512661,1634.0421,0.083544165
512662,1620.8817,0.080132455
512665,1630.1461,0.07539356
512667,1661.9854,0.080712706
512669,1631.3975,0.07556773
512670,1652.2267,0.0706555
512671,1658.6455,0.07855509
512672,1669.8494,0.093617946
512674,1659.4255,0.09556963
512675,1639.8745,0.06965616
512676,1663.8632,0.06704398
512677,1664.0265,0.05512719
512678,1657.7834,0.062536485
512679,1662.0143,0.0574453
512680,1645.2684,0.06757407
512681,1630.6234,0.07166593
512682,1666.9637,0.066782095
512683,1662.056,0.07441513
512684,1662.462,0.06857904
512685,1654.7987,0.07049984
512686,1664.7062,0.069130786
512687,1623.1837,0.06392587
512688,1660.0092,0.06051281
512689,1670.6678,0.065872036
512690,1649.275,0.056643724
512691,1637.7958,0.0616879
512692,1672.3784,0.06408086
512693,1645.607,0.0698606
512694,1630.5635,0.047380008
512695,1658.9476,0.06918093
512698,1650.3026,0.07330526
512699,1649.8662,0.08205974
512700,1660.05,0.07463525
512701,1639.255,0.07303542
512702,1659.089,0.070778295
512704,1668.4943,0.056179076
512705,1663.8744,0.052256458
512706,1653.6428,0.059382077
512707,1658.7637,0.06646133
512708,1654.9302,0.07209767
512709,1675.7175,0.06656676
512710,1672.0994,0.06421203
512711,1650.1647,0.060785465
512712,1662.9027,0.07096113
512713,1677.3958,0.056752544
512714,1659.718,0.052748118
512715,1636.6637,0.06505566
512716,1651.9099,0.04980236
512718,1648.6885,0.059115767
512719,1634.2118,0.06609158
512720,1641.2296,0.06632991
512721,1633.8717,0.080475055
512723,1611.1263,0.06441027
512725,1658.5739,0.060351934
512726,1637.4943,0.07908946
512727,1638.9763,0.076124
512728,1655.8745,0.08029463
512729,1649.5463,0.072504
512730,1645.4481,0.08234621
512731,1650.3734,0.084691465
512736,1649.4681,0.061349798
512737,1627.6835,0.057654105
512738,1655.596,0.052108146
512739,1661.6641,0.07634105
512740,1660.7145,0.07218697
512741,1664.9071,0.05016925
512742,1671.1779,0.051366623
512743,1657.6617,0.057689935
512744,1664.401,0.067912795
512745,1656.3755,0.07132869
512746,1664.8994,0.0567507
512747,1650.1353,0.08305192
512748,1647.5396,0.064377174
512749,1665.2653,0.075473055
512750,1667.722,0.06845875
512751,1644.7195,0.085465424
512752,1642.8087,0.07590082
512753,1643.5773,0.07650974
512754,1640.3365,0.078228
512755,1631.2123,0.08341551
512756,1657.7961,0.06320614
512757,1639.8267,0.070185415
512758,1656.2607,0.06064488
512759,1659.8434,0.061794214
512760,1672.1766,0.06951117
512761,1667.609,0.06792643
512762,1664.0259,0.061622404
512763,1636.9486,0.078105964
512764,1639.6124,0.057649907
512765,1641.1881,0.06357619
512768,1622.5765,0.058818847
512769,1628.6217,0.056128927
512775,1643.6927,0.055452384
512776,1658.7596,0.06171921
512777,1666.4619,0.055579692
512778,1646.6525,0.061844766
512782,1641.2214,0.074749894
512788,1637.3632,0.08039218
512793,1651.3501,0.06878883
512796,1658.8997,0.07025755
512797,1663.0278,0.0619841
512799,1621.5809,0.06792876
512800,1657.3057,0.07459622
512801,1658.3267,0.08810079
512802,1667.0964,0.06394832
512803,1637.9562,0.07479379
512804,1657.539,0.061213218
512805,1623.2374,0.09754721
512806,1634.764,0.070681736
512807,1635.0807,0.08563889
512813,1661.9271,0.06774419
512814,1657.0059,0.072259225
512815,1632.5089,0.06436898
512819,1655.1757,0.10029143
512821,1645.2959,0.077841334
512823,1660.8438,0.07190393
512824,1649.4247,0.07118781
512825,1649.5388,0.08439178
512826,1640.1279,0.07843055
512829,1644.5422,0.14206022
512830,1629.268,0.08142644
512832,1636.2714,0.15493374
512833,1635.2953,0.08168283
512834,1639.7753,0.13857658
512836,1620.7595,0.07242436
512838,1629.5468,0.09089796
512839,1617.9181,0.07655977
512840,1611.9946,0.06966361
512841,1638.299,0.07762182
512842,1623.2562,0.08426343
512843,1616.9116,0.07197102
512844,1629.2657,0.07445408
512845,1633.1935,0.07979419
512846,1634.9069,0.09277379
512847,1614.6838,0.07538199
512849,1625.8557,0.08107355
512850,1616.9862,0.06483708
512851,1621.0902,0.07043428
512852,1652.1569,0.07692675
512853,1650.5334,0.091700025
512854,1616.0558,0.064481385
512855,1657.7548,0.07189752
512856,1645.8782,0.08773585
512857,1644.2297,0.07915026
512858,1630.0538,0.07171752
512859,1656.8639,0.09446745
512861,1664.9033,0.054836806
512862,1660.1321,0.04315275
512863,1655.4546,0.0518285
512864,1630.705,0.053012665
512865,1619.5688,0.061984614
512866,1640.4862,0.072529845
512867,1658.3842,0.049655434
512868,1631.1095,0.05918434
512869,1634.4652,0.051121026
512870,1667.6176,0.059259295
512871,1660.4238,0.07111451
512872,1649.5922,0.08184377
512873,1653.8187,0.053469405
512874,1635.9832,0.06450192
512876,1655.3093,0.06013295
512878,1631.1929,0.05870293
512882,1654.2244,0.07899998
512884,1672.397,0.06620409
512885,1670.181,0.0758165
512887,1665.093,0.07142021
512888,1661.1124,0.08902196
512891,1663.2048,0.087562695
512892,1658.4358,0.09707891
512893,1666.2482,0.066183954
512894,1664.0802,0.0690346
512897,1650.114,0.0859036
512898,1644.3575,0.07538001
512899,1633.1036,0.061932858
512900,1638.409,0.055404637
512901,1652.3712,0.063154526
512902,1653.556,0.052180868
512903,1677.9159,0.057339303
512904,1660.9675,0.060202613
512905,1642.2977,0.06455393
512906,1640.4788,0.06651768
512907,1626.7103,0.08172444
512909,1623.3873,0.07931598
512910,1648.4648,0.06092618
512911,1642.0521,0.060278222
512913,1647.0496,0.06373701
512914,1643.7598,0.061188485
512915,1627.7527,0.048951976
512917,1640.495,0.064749934
512918,1622.1841,0.069723286
512919,1638.2855,0.080591
512923,1613.8451,0.058063675
512925,1625.4615,0.067032635
512929,1622.425,0.08348133
512931,1618.32,0.07647506
512933,1663.2322,0.064326786
512934,1638.7628,0.054209772
512935,1668.9525,0.052668884
512936,1671.4508,0.060580865
512937,1629.6227,0.07121888
512938,1633.5089,0.08018816
512939,1632.9598,0.06695424
512940,1614.8378,0.06878212
512942,1629.0942,0.07660688
512943,1642.8584,0.08884672
512945,1667.8102,0.053685207
512946,1632.1718,0.057926275
512947,1654.6877,0.048348352
512949,1650.9054,0.05961617
512951,1643.6713,0.052157782
512952,1664.88,0.064987816
512953,1646.7697,0.058105875
512954,1627.7758,0.075375006
512955,1616.8086,0.06507656
512958,1619.535,0.076634735
512959,1635.138,0.05681245
512961,1622.8677,0.06963783
512962,1629.5436,0.07259003
512963,1613.2891,0.06154844
512965,1641.0068,0.054137852
512966,1630.128,0.06973546
512967,1652.8541,0.06386616
512970,1658.2052,0.067225575
512973,1637.6913,0.06770461
512974,1638.3794,0.06950961
512975,1643.7317,0.0689385
512976,1632.8029,0.07046273
512977,1630.4336,0.06349068
512978,1630.9076,0.07417548
512979,1632.8038,0.077485114
512980,1642.6593,0.082219616
512982,1620.7594,0.06847182
512984,1614.3732,0.0666529
512986,1622.799,0.08015678
512990,1661.2816,0.058155518
512991,1626.815,0.07550041
512992,1618.8375,0.07373868
512993,1622.726,0.072365336
512994,1628.0809,0.07642459
512995,1616.0848,0.07362042
512999,1662.2982,0.051039256
513000,1637.7267,0.06450537
513001,1632.7288,0.05563124
513002,1660.3394,0.049868062
513003,1652.1835,0.05331807
513004,1651.008,0.056705464
513005,1643.237,0.06452544
513006,1639.1239,0.06747789
513007,1634.0366,0.06474334
513008,1619.1365,0.10739989
513009,1619.0117,0.08496001
513010,1652.9161,0.06647398
513013,1663.3165,0.05778087
513015,1643.0676,0.069104664
513016,1649.2832,0.06638651
513017,1619.5632,0.06963242
513018,1654.744,0.059862856
513019,1622.4255,0.0736867
513020,1657.1931,0.05967476
513021,1652.1729,0.056164183
513022,1640.723,0.06759389
513023,1661.653,0.062883265
513024,1629.097,0.085622594
513025,1612.6898,0.0759505
513028,1627.7589,0.06619701
513029,1623.827,0.061554123
513030,1605.7754,0.07415843
513034,1628.3219,0.07291516
513036,1620.3129,0.07419068
513038,1619.6417,0.07372356
513042,1605.5709,0.08192977
513047,1646.8535,0.061656084
513049,1620.5785,0.07726006
513051,1627.122,0.06404052
513056,1622.1818,0.070371374
513057,1626.5946,0.075428225
513058,1619.7893,0.06797563
513059,1632.8656,0.07043214
513060,1640.4822,0.064620234
513061,1664.2646,0.06302381
513062,1673.0348,0.057439215
513064,1631.9565,0.07203568
513065,1625.1954,0.071286894
513066,1665.4733,0.07006513
513067,1639.1283,0.07562792
513068,1634.6755,0.0678217
513069,1670.3483,0.06184487
513070,1656.4169,0.07293379
513072,1618.8727,0.084163085
513073,1618.9261,0.08487711
513074,1658.2018,0.066393755
513075,1658.5992,0.07014968
513078,1622.648,0.076716036
513079,1620.9266,0.07112701
513080,1624.1072,0.07376347
513081,1647.2269,0.062271595
513082,1667.6797,0.061232362
513083,1669.2285,0.060500145
513084,1625.3724,0.08143685
513085,1629.1285,0.0722204
513087,1636.703,0.069599986
513088,1657.3405,0.058736805
513089,1663.2908,0.065244794
513091,1648.8033,0.05712456
513092,1660.9658,0.06793675
513093,1651.0894,0.061823506
513094,1656.0475,0.06789974
513096,1672.8923,0.06413267
513097,1665.7755,0.064334236
513098,1625.3678,0.06873496
513099,1638.0366,0.07243633
513100,1629.0436,0.07914392
513101,1631.2091,0.07108834
513102,1630.5298,0.07039872
513103,1658.6979,0.062215533
513105,1655.6262,0.062058203
513106,1654.4965,0.08792374
513107,1631.5382,0.057156187
513108,1616.2522,0.057476886
513109,1622.1316,0.07686775
513110,1619.505,0.08101634
513111,1654.7966,0.060087733
513112,1636.7334,0.07266095
513113,1623.1089,0.07013239
513114,1620.7235,0.0763815
513115,1629.0596,0.07161613
513116,1619.7035,0.064425565
513117,1610.2915,0.069870315
513118,1618.1323,0.07320609
513119,1645.2773,0.07689639
513120,1633.1469,0.071563795
513121,1646.4093,0.05870251
513122,1652.382,0.060258254
513123,1610.839,0.07301717
513124,1652.9801,0.06102678
513125,1634.5771,0.077119626
513126,1650.8738,0.057587873
513127,1641.265,0.06365829
513129,1615.1718,0.080278076
513131,1652.5378,0.06445639
513134,1641.5599,0.07129767
513136,1625.1797,0.072265185
513139,1657.2747,0.053451434
513140,1647.4015,0.05216024
513141,1667.3433,0.046794657
513143,1659.777,0.080858424
513144,1627.6515,0.05928264
513149,1625.3068,0.08054976
513150,1633.6781,0.076062456
513151,1660.6073,0.058026545
513153,1660.336,0.064463444
513154,1615.4172,0.07198795
513155,1617.5717,0.09643213
513156,1656.5223,0.058231663
513158,1657.659,0.0703155
513160,1666.0399,0.07842184
513161,1629.9701,0.07387835
513162,1670.9222,0.06314468
513163,1642.1826,0.07714777
513164,1633.3628,0.077284195
513165,1665.308,0.052664667
513166,1664.7917,0.054056134
513167,1637.9194,0.06653127
513168,1627.0157,0.058821537
513169,1666.0402,0.048219264
513172,1623.8276,0.060171045
513173,1629.508,0.06406467
513177,1621.7688,0.08076266
513178,1644.7812,0.087091595
513179,1662.5636,0.05981138
513181,1649.516,0.06990023
513184,1640.2694,0.05665972
513185,1667.8441,0.062492207
513186,1642.8402,0.055593185
513187,1630.1224,0.050013103
513188,1621.6803,0.05378947
513189,1628.6469,0.067188255
513190,1652.1061,0.07395485
513191,1623.1493,0.074499816
513192,1652.4677,0.07604341
513193,1626.0635,0.078228675
513194,1640.9958,0.0774479
513195,1656.2653,0.07447655
513196,1646.7029,0.0565709
513197,1625.4264,0.05909679
513198,1630.7728,0.06650838
513199,1624.8076,0.054977242
513200,1647.661,0.06174264
513203,1665.784,0.078410245
513205,1655.6766,0.055499475
513206,1657.8877,0.08035059
513207,1649.9491,0.07703124
513209,1637.2794,0.086363405
513210,1616.9105,0.07791079
513211,1632.1754,0.07693851
513212,1640.2761,0.06464972
513213,1663.0427,0.06953058
513214,1637.3817,0.058734834
513215,1619.4105,0.05752295
513217,1637.3911,0.053408775
513218,1634.0497,0.05967063
513221,1650.2776,0.061518073
513222,1627.0137,0.07259083
513224,1652.7782,0.06238178
513225,1636.4065,0.060351614
513226,1641.8563,0.061794188
513227,1641.7052,0.06344264
513228,1638.4518,0.07266282
513229,1628.8823,0.059149973
513230,1666.8439,0.05242415
513231,1659.9008,0.08066667
513232,1657.5963,0.05982356
513233,1653.7643,0.06757464
513234,1670.3318,0.061623167
513235,1667.7965,0.04790347
513236,1660.271,0.07826677
513237,1665.1256,0.04949896
513238,1664.8613,0.076322444
513239,1666.0629,0.054776095
513240,1659.0206,0.09442795
513241,1637.0078,0.089451775
513242,1647.2083,0.088197395
513243,1660.9391,0.078704715
513244,1660.3024,0.07092773
513245,1663.937,0.059653316
513246,1651.1117,0.05967238
513247,1660.4069,0.08294565
513249,1640.6182,0.08898286
513250,1620.5498,0.066656046
513251,1651.7805,0.057172887
513252,1631.1328,0.07139227
513253,1657.7675,0.071389
513254,1630.4741,0.0614384
513255,1647.4452,0.070036605
513256,1625.3313,0.07707461
513257,1644.908,0.07569979
513259,1637.6304,0.07554714
513260,1634.6149,0.06403834
513261,1624.8319,0.06399503
513262,1644.4097,0.065813445
513263,1659.5037,0.07688274
513264,1645.6403,0.09871568
513265,1609.0426,0.07060583
513266,1646.9768,0.08139322
513267,1658.2981,0.04701863
513268,1664.4818,0.053515885
513269,1643.3961,0.07954069
513270,1663.2087,0.059040807
513271,1641.2052,0.064113215
513272,1640.0382,0.063587055
513273,1645.9624,0.0663202
513274,1632.5299,0.072602354
513275,1646.6436,0.07514943
513278,1648.1133,0.060292017
513281,1649.399,0.083192386
513282,1662.0294,0.0775578
513283,1652.2319,0.0864491
513284,1652.3678,0.07802054
513285,1628.2333,0.06633473
513286,1627.9363,0.06754121
513287,1623.626,0.054088514
513288,1619.3828,0.06404614
513289,1612.9176,0.05777273
513290,1617.1848,0.06552709
513292,1617.4183,0.051119998
513293,1610.8156,0.07215982
513294,1652.1376,0.07983156
513297,1648.3386,0.09107534
513299,1640.0219,0.07100688
513301,1651.8146,0.07419044
513302,1640.4489,0.07501675
513303,1640.5013,0.07223566
513304,1655.3397,0.07496541
513305,1648.8711,0.07728064
513307,1639.369,0.071319945
513309,1622.8181,0.07356135
513310,1638.9103,0.06407821
513311,1640.0856,0.07629365
513313,1626.9161,0.0639827
513316,1653.4207,0.0758603
513317,1639.923,0.14320736
513318,1666.459,0.070138544
513319,1653.9669,0.07820281
513320,1637.1493,0.07724682
513321,1617.1678,0.09153659
513322,1618.5739,0.08281929
513323,1653.4705,0.08698283
513324,1616.836,0.07208142
513325,1627.5288,0.07074007
513326,1663.0619,0.054687724
513327,1633.4664,0.08863683
513328,1653.7542,0.0719147
513330,1622.3431,0.08579645
513331,1644.8207,0.071513206
513332,1629.5323,0.07426891
513333,1647.15,0.06790301
513334,1651.971,0.054990374
513335,1645.5707,0.06290981
513336,1594.7062,0.07914822
513337,1618.1927,0.075824924
513338,1632.4829,0.07203626
513339,1629.4645,0.0778913
513341,1643.5726,0.08040774
513342,1664.0472,0.07483931
513344,1648.7207,0.115706444
513345,1641.0469,0.090114355
513346,1645.6428,0.07135944
513347,1651.951,0.07035247
513348,1668.2346,0.057542566
513349,1666.5555,0.070682034
513350,1646.3516,0.08295396
513351,1639.7947,0.0703233
513352,1639.3071,0.09381413
513354,1654.4537,0.07578707
513357,1665.1306,0.0841693
513358,1655.6378,0.0908558
513359,1653.3118,0.06998907
513360,1616.5687,0.08215674
513361,1647.2219,0.06494616
513362,1624.9496,0.07842012
513363,1649.47,0.080939576
513364,1634.685,0.061352897
513365,1627.5563,0.07574783
513366,1609.8838,0.0707557
513367,1654.4027,0.053088203
513369,1650.7479,0.054272953
513370,1648.1462,0.06846664
513371,1663.3026,0.053760372
513372,1669.2682,0.061462965
513374,1664.1432,0.05433807
